# The argument list each documented collection method is sent in
# corpus/collection-arity.tsv's probe (Phase 5g Task 0b).
#
# class<TAB>method<TAB>arguments, where `--` is a send with none.
#
# A LIST IS ONLY REAL IF THE ORACLE ANSWERS rc 0 TO IT. Any row the
# oracle refuses is a harness failure for that row and not a data point;
# collection_arity.rs makes that a test failure. Without the rule the
# instrument reads green having sent nothing that could work.
#
# `other` is a second collection of the receiver's own class, built by
# the probe; the receiver itself is corpus/collection-receivers.tsv.
Stem	at	ka
Stem	difference	other
Stem	disjoint	other
Stem	empty	--
Stem	equivalent	other
Stem	hasIndex	ka
Stem	hasItem	va
Stem	index	va
Stem	intersection	other
Stem	isEmpty	--
Stem	items	--
Stem	makeArray	--
Stem	put	va, ka
Stem	putAll	other
Stem	remove	ka
Stem	removeItem	va
Stem	request	ka
Stem	subset	other
Stem	supplier	--
Stem	toDirectory	--
Stem	union	other
Stem	unknown	'LENGTH', .Array~new
Stem	xor	other
StringTable	[]	ka
StringTable	[]=	va, ka
StringTable	allIndexes	--
StringTable	allItems	--
StringTable	at	ka
StringTable	difference	other
StringTable	disjoint	other
StringTable	empty	--
StringTable	entry	ka
StringTable	equivalent	other
StringTable	hasEntry	ka
StringTable	hasIndex	ka
StringTable	hasItem	va
StringTable	index	va
StringTable	intersection	other
StringTable	isEmpty	--
StringTable	items	--
StringTable	makeArray	--
StringTable	put	va, ka
StringTable	putAll	other
StringTable	remove	ka
StringTable	removeEntry	ka
StringTable	removeItem	va
StringTable	setEntry	ka, va
StringTable	subset	other
StringTable	supplier	--
StringTable	union	other
StringTable	unknown	"ZZ", .Array~new
StringTable	xor	other
Supplier	allIndexes	--
Supplier	allItems	--
Supplier	available	--
Supplier	index	--
Supplier	item	--
Supplier	next	--
Supplier	supplier	--
Table	[]	ka
Table	[]=	va, ka
Table	allIndexes	--
Table	allItems	--
Table	at	ka
Table	difference	other
Table	disjoint	other
Table	empty	--
Table	equivalent	other
Table	hasIndex	ka
Table	hasItem	va
Table	index	va
Table	intersection	other
Table	isEmpty	--
Table	items	--
Table	makeArray	--
Table	put	va, ka
Table	putAll	other
Table	remove	ka
Table	removeItem	va
Table	subset	other
Table	supplier	--
Table	union	other
Table	xor	other
